"Table 1410: Passenger entries, exits and interchanges by station (annual), Great Britain, April 2022 to March 2023",,,,,,,,,,,,,,,,,,,
This worksheet contains one table.,,,,,,,,,,,,,,,,,,,
"Some shorthand is used in this table, [x] = data not available, [z] = data not applicable",,,,,,,,,,,,,,,,,,,
Station name,Entries and exits - Full price tickets, Entries and exits - Reduced price tickets,Entries and exits - Season tickets,Entries and exits - All tickets,"Entries and exits
Rank",Interchanges,Main origin or destination station,Number of journeys to or from main origin or destination station,Quality limitations,Additional information,Data source or adjustments,Estimates supplemented by local ticketing data – by retailing organisation,National Location Code (NLC),"Three Letter Code
(TLC)",Region,Station facility owner,Station group,,
Dumfries,"30,304","258,460","2,032","290,796","1,032",540,Carlisle,"134,666",[z],[z],[z],[z],9490,DMF,Scotland,ScotRail,[z],,
Dumpton Park,"7,798","11,964","3,856","23,618","2,173",0,Margate,"3,832",[z],[z],[z],[z],5034,DMP,South East,Southeastern,[z],,
Dunbar,"19,560","282,180","17,540","319,280",977,0,Edinburgh,"206,532",[z],[z],[z],[z],9397,DUN,Scotland,ScotRail,[z],,
Dunblane,"107,270","233,910","19,238","360,418",917,0,Stirling,"107,714",[z],[z],[z],[z],8713,DBL,Scotland,ScotRail,[z],,
Duncraig,378,84,0,462,"2,543",0,Kyle Of Lochalsh,162,[z],[z],[z],[z],8682,DCG,Scotland,ScotRail,[z],,
Dundee,"436,434","973,894","43,232","1,453,560",314,"68,073",Edinburgh,"282,240",[z],[z],[z],[z],9039,DEE,Scotland,ScotRail,[z],,
Dunfermline City,"139,482","189,590","23,998","353,070",930,0,Edinburgh,"225,532",[z],[z],[z],[z],9186,DFE,Scotland,ScotRail,[z],,
Dunfermline Queen Margaret,"56,056","76,604","7,408","140,068","1,459",0,Edinburgh,"89,548",[z],[z],[z],[z],9187,DFL,Scotland,ScotRail,[z],,
Dunkeld and Birnam,"15,082","23,106",228,"38,416","2,039",0,Edinburgh,"8,754",[z],[z],CS,[z],8763,DKD,Scotland,ScotRail,[z],,
Dunlop,"18,274","33,760","5,748","57,782","1,887",0,Glasgow Central,"35,090",[z],[z],[z],Strathclyde Partnership for Transport,9492,DNL,Scotland,ScotRail,[z],,
Dunrobin Castle,"1,154",274,0,"1,428","2,486",0,Inverness,746,[z],[z],[z],[z],8642,DNO,Scotland,ScotRail,[z],,
Dunston,"5,478","16,724","2,336","24,538","2,163",0,Newcastle,"16,250",[z],[z],PTE,Nexus (Tyne and Wear),7744,DOT,North East,Northern Trains,[z],,
Dunton Green,"49,870","97,618","42,402","189,890","1,279",0,London Bridge,"76,274",[z],[z],[z],[z],5102,DNG,South East,Southeastern,[z],,
Durham,"59,574","2,260,842","126,318","2,446,734",187,"3,765",Newcastle,"1,046,552",[z],[z],[z],[z],7745,DHM,North East,London North Eastern Railway,[z],,
Durrington-On-Sea,"111,028","219,414","96,852","427,294",841,0,Brighton,"80,784",[z],[z],Other,[z],5282,DUR,South East,Govia Thameslink Railway (Southern),[z],,
Dyce,"128,962","110,958","20,080","260,000","1,101",0,Aberdeen,"153,664",[z],[z],[z],[z],8905,DYC,Scotland,ScotRail,[z],,
Dyffryn Ardudwy,"11,050","3,184","1,522","15,756","2,252",0,Barmouth,"6,364",[z],[z],[z],[z],4455,DYF,Wales,TfW Rail,[z],,
Eaglescliffe,"20,604","166,742","12,662","200,008","1,252",0,London Kings Cross,"79,766",[z],[z],[z],[z],7916,EAG,North East,Northern Trains,[z],,
Ealing Broadway,"2,331,306","4,589,210","1,316,840","8,237,356",48,"74,728",London Paddington,"1,947,920",[z],[z],EL,[z],3190,EAL,London,Elizabeth line,[z],,
Earlestown,"81,264","158,292","35,398","274,954","1,067","51,348",Liverpool Lime Street,"47,878",[z],[z],PTE,Merseytravel,2292,ERL,North West,Northern Trains,[z],,
Earley,"102,924","185,976","62,262","351,162",935,0,Reading,"104,358",[z],[z],[z],[z],5694,EAR,South East,South Western Railway,[z],,
Earlsfield,"1,670,348","2,145,302","918,582","4,734,232",87,0,London Waterloo,"1,505,812",[z],[z],EL,[z],5584,EAD,London,South Western Railway,[z],,
Earlswood (Surrey),"101,828","115,926","55,460","273,214","1,070",0,London Bridge,"67,896",[z],[z],[z],[z],5414,ELD,South East,Govia Thameslink Railway (Southern),[z],,
Earlswood (West Midlands),"4,952","15,202","4,650","24,804","2,160",0,Stratford-Upon-Avon,"13,058",[z],[z],PTE,Transport for West Midlands,4520,EWD,West Midlands,West Midlands Trains (West Midlands Railway),[z],,
East Croydon,"5,880,990","9,413,458","3,220,010","18,514,458",20,"3,932,747",London Victoria,"3,263,074",[z],[z],"Group, EL",[z],5355,ECR,London,Govia Thameslink Railway (Southern),CROYDON BR,,
East Didsbury,"61,218","123,412","23,440","208,070","1,228",0,Manchester Piccadilly,"76,836",[z],[z],PTE,Transport for Greater Manchester,2949,EDY,North West,Northern Trains,[z],,
East Dulwich,"384,742","487,038","168,918","1,040,698",436,0,London Bridge,"556,906",[z],[z],[z],[z],5358,EDW,London,Govia Thameslink Railway (Southern),[z],,
East Farleigh,"9,892","11,980","6,892","28,764","2,126",0,Maidstone East,"4,508",[z],[z],[z],[z],5234,EFL,South East,Southeastern,[z],,
East Garforth,"66,980","50,312","41,640","158,932","1,386",0,Leeds,"123,954",[z],[z],PTE,West Yorkshire Metro,8472,EGF,Yorkshire and The Humber,Northern Trains,[z],,
East Grinstead,"266,136","367,982","254,630","888,748",509,0,London Victoria,"398,632",[z],[z],Season,[z],5486,EGR,South East,Govia Thameslink Railway (Southern),[z],,
East Kilbride,"176,906","326,698","70,114","573,718",694,0,Glasgow Central,"453,592",[z],[z],PTE,Strathclyde Partnership for Transport,9793,EKL,Scotland,ScotRail,[z],,
East Malling,"19,194","29,278","17,074","65,546","1,828",0,London Victoria,"34,414",[z],[z],[z],[z],5134,EML,South East,Southeastern,[z],,
East Midlands Parkway,"56,272","240,946","12,646","309,864",996,"12,120",London St Pancras International,"164,886",[z],[z],[z],[z],1901,EMD,East Midlands,East Midlands Railway,[z],,
East Tilbury,"126,474","88,522","70,662","285,658","1,050",0,London Fenchurch Street,"72,190",[z],[z],[z],[z],7471,ETL,East of England,c2c,[z],,
East Worthing,"72,278","122,762","165,912","360,952",915,0,Brighton,"83,764",[z],[z],Other,[z],5283,EWR,South East,Govia Thameslink Railway (Southern),[z],,
Eastbourne,"385,208","1,871,962","944,358","3,201,528",143,"39,871",London Victoria,"555,642",[z],[z],Other,[z],5448,EBN,South East,Govia Thameslink Railway (Southern),[z],,
Eastbrook,"86,592","4,224","23,568","114,384","1,556",0,Cardiff Central,"53,278",[z],[z],[z],[z],3795,EBK,Wales,TfW Rail,[z],,
Easterhouse,"86,862","117,752","25,964","230,578","1,173",0,Glasgow Queen Street,"94,740",[z],[z],[z],Strathclyde Partnership for Transport,9894,EST,Scotland,ScotRail,[z],,
Eastham Rake,"123,966","167,008","82,962","373,936",897,0,Liverpool Central,"68,334",[z],[z],PTE,Merseytravel,2128,ERA,North West,Merseyrail,[z],,
Eastleigh,"263,312","612,224","214,128","1,089,664",418,"93,127",Winchester,"285,258",[z],[z],[z],[z],5899,ESL,South East,South Western Railway,[z],,
Eastrington,270,"1,390",0,"1,660","2,475",0,York,654,[z],[z],[z],[z],8114,EGN,Yorkshire and The Humber,Northern Trains,[z],,
Ebbsfleet International,"503,318","799,908","255,644","1,558,870",299,"82,975",London St Pancras International,"1,146,660",[z],[z],[z],[z],5566,EBD,South East,HS1 Ltd,[z],,
Ebbw Vale Parkway,"25,056","2,438","2,958","30,452","2,110",0,Cardiff Central,"22,054",[z],[z],[z],[z],9915,EBV,Wales,TfW Rail,[z],,
Ebbw Vale Town,"150,656","14,046","34,914","199,616","1,253",0,Cardiff Central,"130,104",[z],[z],[z],[z],3628,EBB,Wales,TfW Rail,[z],,
Eccles (Manchester),"104,194","77,584","34,060","215,838","1,208",0,Manchester Piccadilly,"36,432",[z],[z],PTE,Transport for Greater Manchester,2950,ECC,North West,Northern Trains,[z],,
Eccles Road,464,152,"1,214","1,830","2,473",0,Norwich,"1,218",[z],[z],[z],[z],7370,ECS,East of England,Greater Anglia,[z],,
Eccleston Park,"22,410","24,530","12,182","59,122","1,880",0,Liverpool Lime Street,"42,634",[z],[z],PTE,Merseytravel,2227,ECL,North West,Northern Trains,[z],,
Edale,"32,482","83,882",618,"116,982","1,540",0,Manchester Piccadilly,"41,028",[z],[z],PTE,[z],2824,EDL,East Midlands,Northern Trains,[z],,
Eden Park,"178,868","202,442","37,018","418,328",849,0,London Bridge,"137,168",[z],[z],[z],[z],5056,EDN,London,Southeastern,[z],,
Edenbridge (Kent),"32,116","56,890","64,532","153,538","1,403","39,025",Tonbridge,"69,064",[z],[z],"Group, HEx",[z],5473,EBR,South East,Govia Thameslink Railway (Southern),EDENBRIDGE BR,,
Edenbridge Town,"58,798","104,154","118,144","281,096","1,057","8,188",London Bridge,"74,766",[z],[z],"Group, HEx",[z],5359,EBT,South East,Govia Thameslink Railway (Southern),EDENBRIDGE BR,,
Edge Hill,"86,916","54,532","34,098","175,546","1,325","5,970",Liverpool Lime Street,"58,800",[z],[z],PTE,Merseytravel,2169,EDG,North West,Northern Trains,[z],,
Edinburgh,"3,720,284","13,883,536","608,808","18,212,628",21,"1,237,283",Glasgow Queen Street,"2,140,966",[z],[z],[z],[z],9328,EDB,Scotland,Network Rail,[z],,
Edinburgh Gateway,"102,632","63,952","19,180","185,764","1,289","7,755",Inverkeithing,"22,330",[z],[z],[z],[z],6545,EGY,Scotland,ScotRail,[z],,
Edinburgh Park,"204,390","165,210","26,014","395,614",874,0,Edinburgh,"92,162",[z],[z],[z],[z],9395,EDP,Scotland,ScotRail,[z],,
Edmonton Green,"937,288","1,447,922","476,080","2,861,290",159,"18,649",Seven Sisters,"1,255,930",[z],[z],EL,[z],6941,EDR,London,London Overground,[z],,
Effingham Junction,"72,408","85,898","27,108","185,414","1,292","10,515",London Waterloo,"105,724",[z],[z],[z],[z],5642,EFF,South East,South Western Railway,[z],,
Eggesford,"11,396","20,150","12,176","43,722","1,993",0,Exeter Central,"16,410",[z],[z],[z],[z],5822,EGG,South West,Great Western Railway,[z],,
Egham,"600,156","762,210","196,978","1,559,344",298,0,London Waterloo,"542,270",[z],[z],[z],[z],5669,EGH,South East,South Western Railway,[z],,
Egton,428,"4,472","3,742","8,642","2,346",0,Whitby,"6,220",[z],[z],[z],[z],7918,EGT,Yorkshire and The Humber,Northern Trains,[z],,
Elephant and Castle,"578,106","734,156","368,402","1,680,664",285,"438,837",Streatham (Greater London),"98,702",[z],[z],"Group, London",[z],5246,EPH,London,Govia Thameslink Railway (Thameslink),LONDON BR,,
Elgin,"64,650","158,414","5,838","228,902","1,177",0,Inverness,"63,002",[z],[z],[z],[z],8977,ELG,Scotland,ScotRail,[z],,
Ellesmere Port,"134,828","250,180","43,544","428,552",838,"3,894",Liverpool Central,"46,884",[z],[z],PTE,Merseytravel,2121,ELP,North West,Merseyrail,[z],,
Elmers End,"244,422","271,568","100,246","616,236",664,0,London Bridge,"183,046",[z],[z],[z],[z],5049,ELE,London,Southeastern,[z],,
Elmstead Woods,"339,402","320,538","120,696","780,636",558,0,London Bridge,"266,000",[z],[z],[z],[z],5135,ESD,London,Southeastern,[z],,
Elmswell,"38,994","40,190","12,708","91,892","1,678",0,Bury St Edmunds,"39,026",[z],[z],[z],[z],7349,ESW,East of England,Greater Anglia,[z],,
Elsecar,"70,564","46,338","38,094","154,996","1,397",0,Sheffield,"58,508",[z],[z],PTE,South Yorkshire,6667,ELR,Yorkshire and The Humber,Northern Trains,[z],,
Elsenham (Essex),"59,600","61,282","70,864","191,746","1,273",0,Bishops Stortford,"60,788",[z],[z],[z],[z],6832,ESM,East of England,Greater Anglia,[z],,
Elstree and Borehamwood,"916,050","1,148,544","417,064","2,481,658",185,0,West Hampstead Thameslink,"397,094",[z],[z],EL,[z],1542,ELS,East of England,Govia Thameslink Railway (Thameslink),[z],,
Eltham,"566,276","670,316","226,022","1,462,614",312,0,London Bridge,"313,234",[z],[z],[z],[z],5103,ELW,London,Southeastern,[z],,
Elton and Orston,46,10,0,56,"2,573",0,Nottingham,22,[z],[z],[z],[z],6238,ELO,East Midlands,East Midlands Railway,[z],,
Ely,"487,680","1,079,570","326,764","1,894,014",255,"344,826",Cambridge,"929,454",[z],[z],[z],[z],7068,ELY,East of England,Greater Anglia,[z],,
Emerson Park,"130,204","96,940","12,974","240,118","1,149",0,Upminster,"33,278",[z],[z],EL,[z],7473,EMP,London,London Overground,[z],,
Emsworth,"91,148","148,358","66,666","306,172","1,005","4,049",Chichester,"74,708",[z],[z],[z],[z],5257,EMS,South East,Govia Thameslink Railway (Southern),[z],,
Energlyn and Churchill Park,"48,706","1,570","15,582","65,858","1,826",0,Cardiff Central,"26,642",[z],[z],[z],[z],375,ECP,Wales,TfW Rail,[z],,
Enfield Chase,"373,006","508,940","115,296","997,242",454,"2,673",Finsbury Park,"206,098",[z],[z],"Group, EL",[z],6010,ENC,London,Govia Thameslink Railway (Great Northern),ENFIELD BR,,
Enfield Lock,"408,648","655,506","119,464","1,183,618",377,0,Tottenham Hale,"536,210",[z],[z],EL,[z],6815,ENL,London,Greater Anglia,[z],,
Enfield Town,"675,824","962,296","193,112","1,831,232",265,868,Seven Sisters,"603,370",[z],[z],"Group, EL",[z],6959,ENF,London,London Overground,ENFIELD BR,,
Entwistle,"3,474","14,830","2,122","20,426","2,206",0,Manchester Piccadilly,"2,834",[z],[z],[z],[z],2747,ENT,North West,Northern Trains,[z],,
Epsom (Surrey),"1,106,806","1,412,816","367,332","2,886,954",157,"113,345",London Waterloo,"560,380",[z],[z],[z],[z],5360,EPS,South East,Govia Thameslink Railway (Southern),[z],,
Epsom Downs,"44,520","43,504","17,660","105,684","1,601",0,London Victoria,"23,230",[z],[z],[z],[z],5361,EPD,South East,Govia Thameslink Railway (Southern),[z],,
Erdington,"118,556","173,210","105,458","397,224",869,0,Birmingham New Street,"227,138",[z],[z],PTE,Transport for West Midlands,1041,ERD,West Midlands,West Midlands Trains (West Midlands Railway),[z],,
Eridge,"29,152","26,466","15,202","70,820","1,795",0,London Bridge,"43,168",[z],[z],[z],[z],5459,ERI,South East,Govia Thameslink Railway (Southern),[z],,
Erith,"268,032","356,634","164,862","789,528",554,0,London Bridge,"110,908",[z],[z],EL,[z],5104,ERH,London,Southeastern,[z],,
Esher,"302,716","283,856","165,750","752,322",576,0,London Waterloo,"453,452",[z],[z],[z],[z],5558,ESH,South East,South Western Railway,[z],,
Eskbank,"79,110","117,386","6,238","202,734","1,244",0,Edinburgh,"110,172",[z],[z],[z],[z],3776,EKB,Scotland,ScotRail,[z],,
Essex Road,"229,846","255,800","74,320","559,966",709,0,Highbury and Islington,"85,060",[z],[z],EL,[z],6004,EXR,London,Govia Thameslink Railway (Great Northern),[z],,
Etchingham,"37,094","83,900","46,366","167,360","1,354",0,London Bridge,"54,258",[z],[z],[z],[z],5217,ETC,South East,Southeastern,[z],,
Euxton Balshaw Lane,"16,970","35,934","1,180","54,084","1,919",0,Liverpool Lime Street,"14,586",[z],[z],[z],[z],2080,EBA,North West,Northern Trains,[z],,
Evesham,"52,372","168,456","24,314","245,142","1,131",298,London Paddington,"64,724",[z],[z],[z],[z],4740,EVE,West Midlands,Great Western Railway,[z],,
Ewell East,"183,478","177,916","63,324","424,718",844,0,London Bridge,"80,354",[z],[z],[z],[z],5415,EWE,South East,Govia Thameslink Railway (Southern),[z],,
Ewell West,"329,966","370,468","108,000","808,434",543,0,London Waterloo,"316,342",[z],[z],[z],[z],5586,EWW,South East,South Western Railway,[z],,
Exeter Central,"670,552","1,463,460","474,372","2,608,384",175,"314,455",Exmouth,"336,948",[z],[z],D&S,[z],5755,EXC,South West,Great Western Railway,[z],,
Exeter St David's,"321,222","2,164,386","131,714","2,617,322",173,"1,225,850",London Paddington,"506,524",[z],[z],D&S,[z],3410,EXD,South West,Great Western Railway,[z],,
Exeter St Thomas,"52,534","118,890","92,972","264,396","1,091",0,Exmouth,"84,332",[z],[z],[z],[z],3414,EXT,South West,Great Western Railway,[z],,
Exhibition Centre (Glasgow),"278,880","733,202","145,856","1,157,938",389,0,Glasgow Central,"312,512",[z],[z],PTE,Strathclyde Partnership for Transport,9914,EXG,Scotland,ScotRail,[z],,
Exmouth,"137,526","641,724","119,126","898,376",502,0,Exeter Central,"336,948",[z],[z],[z],[z],5756,EXM,South West,Great Western Railway,[z],,
Exton,"11,976","7,866","3,528","23,370","2,181",0,Exeter Central,"11,088",[z],[z],[z],[z],5760,EXN,South West,Great Western Railway,[z],,
Eynsford,"43,354","48,200","32,388","123,942","1,510",0,London Blackfriars,"22,910",[z],[z],[z],[z],5065,EYN,South East,Southeastern,[z],,
Fairbourne,"20,036","7,052","2,300","29,388","2,120",0,Barmouth,"14,802",[z],[z],Other,[z],4416,FRB,Wales,TfW Rail,[z],,
Fairfield,"8,948","3,816","3,808","16,572","2,248",0,Manchester Piccadilly,"7,898",[z],[z],PTE,Transport for Greater Manchester,2780,FRF,North West,Northern Trains,[z],,
Fairlie,"10,060","18,688","1,226","29,974","2,114",0,Glasgow Central,"15,874",[z],[z],[z],Strathclyde Partnership for Transport,9452,FRL,Scotland,ScotRail,[z],,
